type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built
multi_family,NA,999000.0,2239.0,2.0,7.0,4.0,4.0,4.0,0.0,1895.0
single_family,NA,585000.0,1020.0,1.0,3.0,2.0,2.0,2.0,2.0,1956.0
single_family,NA,999000.0,970.0,1.0,2.0,1.0,1.0,1.0,2.0,1950.0
condos,condo,550000.0,1661.0,1.0,2.0,2.0,2.0,2.0,2.0,1983.0
condos,condo,600000.0,1493.0,2.0,3.0,2.0,2.0,2.0,2.0,1965.0
single_family,NA,425000.0,1233.0,1.0,2.0,2.0,2.0,2.0,0.0,1973.0
condos,condo,625000.0,1118.0,2.0,3.0,3.0,2.0,2.0,0.0,1985.0
condos,condo,470000.0,984.0,1.0,2.0,2.0,2.0,2.0,0.0,1974.0
condos,condo,1028000.0,1310.0,1.0,2.0,2.0,2.0,2.0,2.0,1987.0
single_family,NA,1995000.0,3508.0,3.0,5.0,5.0,5.0,5.0,2.0,2024.0
single_family,NA,749000.0,3073.0,2.0,5.0,3.0,3.0,3.0,3.0,2004.0
multi_family,NA,349000.0,1050.0,1.0,2.0,1.0,1.0,1.0,0.0,1960.0
single_family,NA,1589000.0,1846.0,1.0,6.0,3.0,3.0,3.0,0.0,1953.0
condos,condo,715000.0,1016.0,2.0,2.0,3.0,2.0,2.0,0.0,1983.0
single_family,NA,1350000.0,1710.0,2.0,3.0,2.0,2.0,2.0,2.0,1964.0
single_family,NA,1995000.0,1315.0,1.0,3.0,2.0,2.0,2.0,1.0,1949.0
single_family,NA,1200000.0,1406.0,1.0,3.0,2.0,2.0,2.0,2.0,1989.0
single_family,NA,549900.0,1403.0,1.0,3.0,2.0,2.0,2.0,2.0,1969.0
single_family,NA,714950.0,1012.0,1.0,3.0,1.0,1.0,1.0,1.0,1971.0
single_family,NA,1495000.0,1169.0,1.0,2.0,1.0,1.0,1.0,2.0,1941.0
mobile,NA,200000.0,1140.0,1.0,2.0,2.0,2.0,2.0,0.0,1969.0
single_family,NA,368000.0,1090.0,1.0,3.0,1.0,1.0,1.0,1.0,1954.0
single_family,NA,699900.0,3124.0,2.0,4.0,3.0,3.0,3.0,3.0,1999.0
condos,condo,414900.0,851.0,1.0,2.0,2.0,2.0,2.0,2.0,1990.0
mobile,NA,365000.0,1519.0,1.0,2.0,2.0,2.0,2.0,2.0,2020.0
condos,condo,849000.0,911.0,2.0,2.0,3.0,2.0,2.0,2.0,1996.0
single_family,NA,550000.0,741.0,1.0,3.0,1.0,1.0,1.0,1.0,1953.0
single_family,NA,514000.0,1989.0,1.0,3.0,3.0,2.0,2.0,2.0,2025.0
single_family,NA,1550000.0,4147.0,1.0,5.0,4.0,4.0,4.0,3.0,2004.0
condos,condo,599000.0,1184.0,1.0,2.0,2.0,2.0,2.0,2.0,1979.0
single_family,NA,1580000.0,1964.0,2.0,3.0,2.0,2.0,2.0,1.0,1941.0
multi_family,NA,650000.0,3709.0,2.0,9.0,4.0,4.0,4.0,0.0,1965.0
single_family,NA,449999.0,1283.0,1.0,3.0,2.0,2.0,2.0,2.0,1989.0
single_family,NA,747000.0,1325.0,1.0,3.0,1.0,1.0,1.0,0.0,1921.0
single_family,NA,519900.0,1011.0,1.0,3.0,2.0,2.0,2.0,0.0,1949.0
single_family,NA,849999.0,1610.0,1.0,2.0,2.0,2.0,2.0,1.0,1939.0
single_family,NA,449900.0,1288.0,1.0,3.0,2.0,2.0,2.0,2.0,1989.0
condos,condo,1070000.0,1794.0,2.0,3.0,3.0,2.0,2.0,2.0,2018.0
single_family,NA,670000.0,2550.0,2.0,5.0,3.0,3.0,3.0,3.0,1989.0
single_family,NA,1291000.0,1750.0,1.0,3.0,2.0,2.0,2.0,2.0,1962.0
single_family,NA,1325000.0,4400.0,1.0,4.0,4.0,3.0,3.0,4.0,2007.0
condos,condo,499000.0,676.0,1.0,1.0,1.0,1.0,1.0,0.0,1990.0
single_family,NA,1199900.0,1688.0,1.0,4.0,2.0,2.0,2.0,2.0,1962.0
single_family,NA,799000.0,1156.0,1.0,3.0,2.0,1.0,2.0,2.0,1948.0
single_family,NA,549000.0,2590.0,2.0,4.0,3.0,3.0,3.0,2.0,2017.0
single_family,NA,619000.0,1785.0,1.0,2.0,2.0,2.0,2.0,2.0,2004.0
land,NA,39888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,1099900.0,1642.0,1.0,3.0,2.0,2.0,2.0,2.0,1961.0
single_family,NA,350000.0,1014.0,1.0,2.0,1.0,1.0,1.0,0.0,1918.0
single_family,NA,659000.0,1322.0,2.0,3.0,3.0,2.0,2.0,2.0,1988.0
single_family,NA,2288000.0,2170.0,2.0,3.0,3.0,2.0,2.0,3.0,1933.0
mobile,NA,250000.0,1344.0,1.0,2.0,2.0,2.0,2.0,0.0,1979.0
single_family,NA,4095000.0,5409.0,2.0,5.0,7.0,2.0,5.0,4.0,2025.0
single_family,NA,575000.0,1224.0,2.0,3.0,2.0,2.0,2.0,1.0,1985.0
single_family,NA,598000.0,600.0,1.0,1.0,1.0,1.0,1.0,1.0,1931.0
single_family,NA,489900.0,2074.0,2.0,4.0,3.0,3.0,3.0,2.0,2020.0
townhomes,townhouse,527265.0,1577.0,2.0,3.0,3.0,2.0,2.0,2.0,2026.0
single_family,NA,449999.0,1509.0,1.0,2.0,2.0,1.0,2.0,2.0,1999.0
land,NA,100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
townhomes,townhouse,1399900.0,1570.0,2.0,2.0,3.0,2.0,2.0,2.0,1975.0
single_family,NA,1850000.0,2150.0,2.0,4.0,3.0,2.0,2.0,2.0,1973.0
single_family,NA,559888.0,1246.0,1.0,3.0,2.0,1.0,1.0,1.0,1953.0
single_family,NA,780000.0,1431.0,1.0,4.0,2.0,2.0,2.0,2.0,2001.0
single_family,NA,415000.0,1582.0,1.0,3.0,2.0,2.0,2.0,2.0,2004.0
land,NA,59000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mobile,NA,399900.0,2393.0,1.0,3.0,3.0,2.0,2.0,0.0,1999.0
single_family,NA,1200888.0,1483.0,1.0,3.0,2.0,2.0,2.0,2.0,1936.0
single_family,NA,1649000.0,2816.0,2.0,4.0,3.0,2.0,3.0,3.0,1986.0
single_family,NA,325000.0,1200.0,1.0,3.0,2.0,2.0,2.0,2.0,2006.0
single_family,NA,729000.0,1758.0,2.0,3.0,2.0,2.0,2.0,2.0,1996.0
condos,condo,739990.0,1938.0,1.0,2.0,3.0,2.0,2.0,2.0,2025.0
townhomes,townhouse,729000.0,2100.0,2.0,4.0,3.0,2.0,2.0,2.0,2022.0
condos,condo,223333.0,552.0,2.0,1.0,1.0,0.0,1.0,0.0,1958.0
single_family,NA,829000.0,2272.0,2.0,4.0,3.0,2.0,2.0,2.0,2001.0
single_family,NA,394999.0,1162.0,1.0,2.0,2.0,2.0,2.0,1.0,1949.0
single_family,NA,1350000.0,2643.0,2.0,5.0,3.0,3.0,3.0,2.0,1997.0
single_family,NA,565000.0,1365.0,3.0,3.0,2.0,1.0,1.0,0.0,1975.0
single_family,NA,699990.0,2862.0,2.0,4.0,3.0,3.0,3.0,2.0,2019.0
single_family,NA,411000.0,1500.0,1.0,3.0,2.0,2.0,2.0,2.0,2007.0
single_family,NA,1125000.0,2938.0,2.0,6.0,3.0,3.0,3.0,2.0,1953.0
single_family,NA,425000.0,1530.0,1.0,4.0,2.0,2.0,2.0,0.0,1968.0
land,NA,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,649990.0,2453.0,2.0,5.0,3.0,3.0,3.0,2.0,2025.0
condos,condo,968000.0,1335.0,2.0,2.0,2.0,2.0,2.0,0.0,1972.0
single_family,NA,625000.0,1315.0,1.0,3.0,2.0,2.0,2.0,2.0,1983.0
condos,condo,659000.0,2002.0,2.0,3.0,3.0,3.0,3.0,2.0,2018.0
single_family,NA,1549000.0,1803.0,1.0,3.0,2.0,2.0,2.0,2.0,1947.0
multi_family,NA,390000.0,1950.0,1.0,2.0,4.0,4.0,4.0,0.0,2006.0
single_family,NA,1988000.0,2450.0,1.0,5.0,3.0,2.0,2.0,1.0,1946.0
single_family,NA,564990.0,1352.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0
townhomes,townhouse,725000.0,1841.0,2.0,3.0,3.0,2.0,2.0,2.0,2007.0
single_family,NA,1184000.0,1650.0,2.0,4.0,2.0,2.0,2.0,2.0,1977.0
land,NA,275000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,367300.0,1405.0,1.0,2.0,2.0,2.0,2.0,2.0,2002.0
condos,condo,999000.0,1803.0,3.0,3.0,2.0,2.0,2.0,0.0,1974.0
single_family,NA,449900.0,1342.0,1.0,3.0,2.0,2.0,2.0,2.0,1981.0
single_family,NA,495000.0,1608.0,1.0,2.0,2.0,2.0,2.0,2.0,1980.0
single_family,NA,449900.0,1538.0,1.0,2.0,2.0,2.0,2.0,2.0,1973.0
townhomes,townhouse,1299000.0,2475.0,3.0,4.0,4.0,3.0,3.0,3.0,1987.0
single_family,NA,1339000.0,1648.0,1.0,4.0,2.0,2.0,2.0,2.0,1969.0
single_family,NA,999950.0,2617.0,2.0,4.0,3.0,3.0,3.0,2.0,2014.0
condos,condo,305000.0,864.0,1.0,2.0,1.0,1.0,1.0,1.0,1980.0
townhomes,townhouse,689000.0,1901.0,2.0,3.0,3.0,3.0,3.0,2.0,1987.0
single_family,NA,789000.0,1287.0,1.0,3.0,2.0,2.0,2.0,2.0,1983.0
single_family,NA,99000.0,1092.0,1.0,4.0,2.0,2.0,2.0,0.0,1951.0
single_family,NA,925000.0,1650.0,1.0,3.0,2.0,2.0,2.0,2.0,1954.0
condos,condo,1264000.0,1760.0,3.0,3.0,3.0,2.0,2.0,2.0,2025.0
single_family,NA,1400000.0,2354.0,2.0,4.0,3.0,2.0,2.0,2.0,1989.0
single_family,NA,1067777.0,2128.0,1.0,6.0,4.0,4.0,4.0,0.0,1957.0
single_family,NA,775000.0,1114.0,1.0,3.0,1.0,1.0,1.0,2.0,1956.0
single_family,NA,1150000.0,1536.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0
single_family,NA,229000.0,933.0,1.0,3.0,1.0,1.0,1.0,0.0,1915.0
single_family,NA,858000.0,1692.0,2.0,3.0,3.0,2.0,2.0,2.0,1985.0
single_family,NA,349000.0,1328.0,1.0,2.0,2.0,2.0,2.0,2.0,1979.0
single_family,NA,390000.0,2177.0,1.0,3.0,2.0,2.0,2.0,2.0,1971.0
single_family,NA,1149000.0,1047.0,2.0,3.0,2.0,2.0,2.0,0.0,1907.0
single_family,NA,710000.0,908.0,1.0,2.0,1.0,1.0,1.0,2.0,1946.0
mobile,NA,100000.0,1440.0,1.0,2.0,2.0,2.0,2.0,0.0,1988.0
single_family,NA,1499000.0,1347.0,1.0,3.0,2.0,2.0,2.0,2.0,1963.0
single_family,NA,680000.0,1753.0,2.0,3.0,3.0,3.0,3.0,2.0,2006.0
single_family,NA,1250000.0,1570.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0
condos,condo,445000.0,664.0,1.0,1.0,1.0,1.0,1.0,1.0,1991.0
single_family,NA,336500.0,1260.0,1.0,3.0,2.0,2.0,2.0,2.0,1955.0
single_family,NA,999998.0,2521.0,2.0,3.0,3.0,3.0,3.0,1.0,1942.0
single_family,NA,625000.0,1854.0,3.0,2.0,2.0,2.0,2.0,0.0,1995.0
single_family,NA,1295000.0,2000.0,2.0,4.0,3.0,2.0,2.0,2.0,1987.0
townhomes,townhouse,537131.0,1584.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0
single_family,NA,315000.0,977.0,1.0,2.0,2.0,2.0,2.0,1.0,1987.0
single_family,NA,499000.0,1791.0,1.0,4.0,3.0,2.0,2.0,2.0,1956.0
condos,condo,399999.0,919.0,1.0,2.0,2.0,1.0,2.0,1.0,1979.0
single_family,NA,210000.0,1559.0,1.0,3.0,2.0,2.0,2.0,0.0,1959.0
condos,condo,409000.0,1030.0,2.0,3.0,2.0,2.0,2.0,0.0,1972.0
single_family,NA,2350000.0,2670.0,1.0,4.0,4.0,3.0,3.0,2.0,1952.0
single_family,NA,848000.0,973.0,1.0,2.0,2.0,2.0,2.0,2.0,1986.0
single_family,NA,1375000.0,3221.0,2.0,5.0,5.0,5.0,5.0,3.0,1987.0
single_family,NA,1167000.0,1144.0,1.0,3.0,2.0,2.0,2.0,2.0,1964.0
single_family,NA,450000.0,1392.0,1.0,3.0,2.0,2.0,2.0,0.0,1936.0
single_family,NA,2998000.0,4400.0,3.0,5.0,5.0,4.0,4.0,4.0,1990.0
condos,condo,725000.0,917.0,1.0,2.0,2.0,2.0,2.0,0.0,1980.0
single_family,NA,2295000.0,1630.0,1.0,3.0,2.0,1.0,2.0,2.0,1962.0
townhomes,townhouse,1890000.0,2140.0,3.0,2.0,3.0,2.0,2.0,0.0,2004.0
single_family,NA,650000.0,2108.0,1.0,3.0,2.0,2.0,2.0,2.0,1923.0
single_family,NA,2099990.0,2475.0,2.0,4.0,3.0,3.0,3.0,3.0,1996.0
mobile,NA,259000.0,1539.0,1.0,3.0,2.0,2.0,2.0,0.0,2007.0
single_family,NA,17500000.0,8055.0,3.0,5.0,7.0,7.0,7.0,2.0,1926.0
single_family,NA,474900.0,1840.0,1.0,3.0,2.0,2.0,2.0,2.0,2002.0
single_family,NA,530000.0,1103.0,1.0,2.0,1.0,1.0,1.0,1.0,1918.0
single_family,NA,935000.0,1045.0,2.0,2.0,2.0,1.0,2.0,2.0,1985.0
single_family,NA,730000.0,728.0,1.0,2.0,1.0,1.0,1.0,2.0,1947.0
townhomes,townhouse,733990.0,1777.0,3.0,3.0,4.0,3.0,3.0,2.0,2026.0
single_family,NA,675000.0,2010.0,2.0,4.0,3.0,3.0,3.0,2.0,2022.0
condos,condo,675000.0,1198.0,2.0,2.0,2.0,1.0,2.0,0.0,1974.0
single_family,NA,2149000.0,3210.0,2.0,5.0,4.0,4.0,4.0,3.0,1996.0
single_family,NA,3995000.0,3237.0,2.0,4.0,3.0,3.0,3.0,2.0,1952.0
single_family,NA,1299500.0,1648.0,1.0,3.0,2.0,1.0,2.0,1.0,1967.0
condos,condo,389000.0,943.0,1.0,2.0,2.0,2.0,2.0,2.0,1990.0
single_family,NA,285000.0,910.0,1.0,2.0,1.0,1.0,1.0,0.0,1972.0
townhomes,townhouse,699999.0,2204.0,2.0,3.0,3.0,3.0,3.0,2.0,1985.0
single_family,NA,470000.0,1637.0,1.0,3.0,2.0,2.0,2.0,1.0,1920.0
single_family,NA,2949000.0,1624.0,2.0,3.0,2.0,2.0,2.0,1.0,1948.0
single_family,NA,505000.0,1533.0,1.0,3.0,2.0,2.0,2.0,2.0,1974.0
single_family,NA,350000.0,1187.0,1.0,3.0,2.0,2.0,2.0,2.0,1982.0
single_family,NA,620000.0,2075.0,1.0,4.0,2.0,2.0,2.0,2.0,2006.0
condos,condo,516999.0,1371.0,2.0,2.0,2.0,2.0,2.0,0.0,2001.0
single_family,NA,995000.0,1574.0,2.0,2.0,2.0,2.0,2.0,1.0,1937.0
single_family,NA,900000.0,2097.0,2.0,4.0,3.0,3.0,3.0,2.0,1979.0
single_family,NA,1495000.0,3576.0,3.0,5.0,5.0,5.0,5.0,3.0,1962.0
single_family,NA,899900.0,2331.0,1.0,4.0,3.0,3.0,3.0,2.0,1963.0
single_family,NA,430000.0,2076.0,1.0,2.0,2.0,2.0,2.0,2.0,2012.0
land,NA,8800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,499000.0,1310.0,1.0,3.0,2.0,1.0,1.0,0.0,1962.0
townhomes,townhouse,693500.0,1394.0,2.0,3.0,3.0,2.0,2.0,1.0,1974.0
townhomes,townhouse,667990.0,1916.0,3.0,3.0,2.0,2.0,2.0,2.0,2026.0
single_family,NA,589888.0,903.0,1.0,2.0,1.0,1.0,1.0,1.0,1923.0
single_family,NA,240000.0,827.0,1.0,2.0,1.0,1.0,1.0,1.0,1981.0
single_family,NA,340000.0,960.0,1.0,3.0,2.0,2.0,2.0,0.0,1954.0
single_family,NA,659000.0,1516.0,2.0,3.0,3.0,2.0,2.0,2.0,1990.0
single_family,NA,1195000.0,3000.0,2.0,5.0,5.0,4.0,4.0,2.0,2014.0
single_family,NA,1425000.0,1528.0,1.0,3.0,2.0,2.0,2.0,2.0,1938.0
single_family,NA,750000.0,1992.0,2.0,4.0,3.0,3.0,3.0,2.0,1959.0
condos,condo,430000.0,715.0,1.0,1.0,1.0,1.0,1.0,1.0,1967.0
single_family,NA,695000.0,2152.0,1.0,3.0,3.0,2.0,2.0,2.0,1963.0
single_family,NA,1189000.0,2655.0,2.0,3.0,4.0,2.0,2.0,5.0,2004.0
condos,condo,1976529.0,2347.0,2.0,4.0,3.0,2.0,2.0,2.0,2026.0
single_family,NA,3940000.0,5630.0,2.0,6.0,6.0,5.0,5.0,3.0,2007.0
condos,condo,660000.0,1142.0,2.0,2.0,2.0,2.0,2.0,2.0,1981.0
condos,condo,619000.0,1107.0,3.0,3.0,3.0,3.0,3.0,2.0,1979.0
single_family,NA,200000.0,836.0,1.0,2.0,1.0,1.0,1.0,0.0,1963.0
condos,condo,769000.0,1460.0,6.0,2.0,2.0,2.0,2.0,0.0,2006.0
single_family,NA,1149000.0,1944.0,1.0,4.0,3.0,3.0,3.0,2.0,1965.0
single_family,NA,529900.0,1557.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0
single_family,NA,799999.0,2809.0,2.0,4.0,3.0,3.0,3.0,3.0,2005.0
land,NA,67000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,869900.0,1220.0,1.0,3.0,2.0,0.0,2.0,2.0,1953.0
single_family,NA,318000.0,1498.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0
single_family,NA,999999.0,1839.0,1.0,4.0,3.0,1.0,3.0,2.0,1957.0
single_family,NA,799000.0,1225.0,1.0,4.0,2.0,2.0,2.0,2.0,1954.0
single_family,NA,975000.0,1328.0,1.0,3.0,2.0,2.0,2.0,2.0,1974.0
condos,condo,379000.0,960.0,1.0,2.0,2.0,2.0,2.0,0.0,1991.0
single_family,NA,515000.0,1470.0,1.0,3.0,1.0,1.0,1.0,1.0,1959.0
single_family,NA,1395000.0,1400.0,1.0,3.0,2.0,2.0,2.0,0.0,1923.0
multi_family,NA,625000.0,1645.0,2.0,2.0,2.0,2.0,2.0,0.0,1974.0
single_family,NA,595000.0,2260.0,1.0,5.0,3.0,3.0,3.0,2.0,2026.0
single_family,NA,1095000.0,2770.0,2.0,5.0,4.0,4.0,4.0,2.0,2005.0
single_family,NA,450000.0,553.0,1.0,1.0,1.0,1.0,1.0,1.0,1938.0
single_family,NA,825000.0,2092.0,1.0,3.0,2.0,1.0,2.0,2.0,1991.0
multi_family,NA,1800000.0,3454.0,2.0,0.0,2.0,2.0,2.0,2.0,1949.0
single_family,NA,650000.0,1400.0,1.0,4.0,1.0,1.0,1.0,0.0,1954.0
single_family,NA,999000.0,1926.0,1.0,3.0,2.0,2.0,2.0,5.0,1987.0
single_family,NA,350000.0,1439.0,1.0,4.0,2.0,2.0,2.0,2.0,2004.0
single_family,NA,544000.0,2549.0,2.0,4.0,3.0,2.0,2.0,2.0,2005.0
single_family,NA,1375000.0,1634.0,2.0,3.0,3.0,2.0,2.0,2.0,2004.0
condos,condo,370000.0,1551.0,2.0,4.0,3.0,2.0,2.0,0.0,1972.0
single_family,NA,850000.0,3094.0,2.0,4.0,3.0,3.0,3.0,3.0,2001.0
single_family,NA,1880000.0,2517.0,2.0,5.0,4.0,4.0,4.0,2.0,1960.0
multi_family,NA,349999.0,672.0,1.0,5.0,3.0,3.0,3.0,0.0,1946.0
single_family,NA,1450000.0,1700.0,1.0,4.0,2.0,2.0,2.0,0.0,1963.0
single_family,NA,814999.0,2072.0,2.0,4.0,3.0,2.0,2.0,2.0,1977.0
land,NA,45000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,345000.0,1573.0,3.0,3.0,3.0,3.0,3.0,0.0,1927.0
single_family,NA,799990.0,3015.0,2.0,5.0,3.0,3.0,3.0,3.0,2025.0
multi_family,NA,2895000.0,6200.0,2.0,12.0,8.0,2.0,2.0,0.0,1954.0
single_family,NA,949000.0,1708.0,2.0,4.0,2.0,2.0,2.0,2.0,1952.0
single_family,NA,639950.0,2196.0,2.0,4.0,3.0,3.0,3.0,3.0,1989.0
land,NA,2095000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condos,condo,500000.0,762.0,1.0,1.0,1.0,1.0,1.0,1.0,1992.0
mobile,NA,375000.0,1711.0,1.0,3.0,2.0,2.0,2.0,0.0,1998.0
single_family,NA,1149900.0,3506.0,2.0,4.0,4.0,4.0,4.0,4.0,2005.0
single_family,NA,950000.0,2162.0,2.0,3.0,3.0,3.0,3.0,1.0,1984.0
single_family,NA,579000.0,1649.0,2.0,3.0,3.0,2.0,2.0,1.0,2004.0
single_family,NA,559000.0,1759.0,1.0,3.0,2.0,2.0,2.0,2.0,1988.0
condos,condo,397000.0,1091.0,2.0,3.0,2.0,2.0,2.0,2.0,1963.0
single_family,NA,1225000.0,2508.0,2.0,4.0,3.0,3.0,3.0,2.0,1973.0
land,NA,40000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,655000.0,2111.0,2.0,4.0,3.0,3.0,3.0,2.0,2021.0
mobile,NA,309000.0,1440.0,1.0,2.0,2.0,2.0,2.0,0.0,1976.0
condos,condo,498888.0,870.0,3.0,1.0,2.0,2.0,2.0,1.0,2015.0
townhomes,townhouse,764900.0,1240.0,1.0,3.0,2.0,2.0,2.0,2.0,1971.0
single_family,NA,638000.0,2200.0,2.0,4.0,3.0,2.0,2.0,2.0,2002.0
multi_family,NA,700000.0,2688.0,1.0,8.0,4.0,4.0,4.0,0.0,2007.0
single_family,NA,1995000.0,3039.0,2.0,5.0,4.0,4.0,4.0,3.0,1996.0
single_family,NA,2295000.0,3449.0,2.0,5.0,4.0,4.0,4.0,2.0,1950.0
single_family,NA,699000.0,2009.0,1.0,3.0,2.0,2.0,2.0,2.0,1999.0
townhomes,townhouse,1395000.0,1830.0,3.0,2.0,3.0,2.0,2.0,2.0,2009.0
single_family,NA,1700000.0,2330.0,1.0,3.0,2.0,1.0,2.0,2.0,1966.0
single_family,NA,2049000.0,3406.0,2.0,4.0,4.0,4.0,4.0,3.0,1996.0
mobile,NA,119000.0,700.0,1.0,1.0,1.0,1.0,1.0,0.0,1986.0
single_family,NA,898000.0,2130.0,2.0,4.0,3.0,2.0,2.0,2.0,2025.0
single_family,NA,945000.0,1839.0,1.0,3.0,3.0,3.0,3.0,2.0,1954.0
mobile,NA,235000.0,1368.0,1.0,2.0,2.0,2.0,2.0,0.0,1970.0
single_family,NA,799999.0,1738.0,1.0,3.0,3.0,3.0,3.0,2.0,1955.0
land,NA,125000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,4150000.0,2325.0,2.0,4.0,5.0,4.0,4.0,2.0,2023.0
multi_family,NA,795000.0,0.0,1.0,6.0,6.0,6.0,6.0,0.0,1958.0
single_family,NA,650190.0,2537.0,2.0,5.0,3.0,3.0,3.0,2.0,2026.0
single_family,NA,360000.0,1397.0,1.0,3.0,2.0,2.0,2.0,2.0,2003.0
single_family,NA,585000.0,1854.0,1.0,3.0,2.0,2.0,2.0,2.0,1999.0
single_family,NA,1005000.0,1719.0,2.0,3.0,3.0,2.0,2.0,2.0,1985.0
single_family,NA,2998111.0,2420.0,2.0,3.0,4.0,3.0,3.0,2.0,1953.0
single_family,NA,559900.0,1056.0,1.0,4.0,2.0,2.0,2.0,2.0,1954.0
condos,condo,463500.0,752.0,1.0,2.0,2.0,2.0,2.0,1.0,1988.0
condos,condo,1300000.0,1822.0,2.0,3.0,3.0,2.0,2.0,2.0,2003.0
single_family,NA,3750000.0,4590.0,1.0,4.0,4.0,3.0,3.0,4.0,2001.0
single_family,NA,3995000.0,2567.0,1.0,4.0,3.0,2.0,2.0,2.0,1969.0
single_family,NA,1249000.0,1814.0,1.0,3.0,3.0,2.0,2.0,2.0,1954.0
single_family,NA,3800000.0,4012.0,2.0,4.0,4.0,1.0,3.0,3.0,1977.0
single_family,NA,679900.0,2672.0,2.0,4.0,3.0,2.0,2.0,3.0,2001.0
single_family,NA,464900.0,1534.0,1.0,3.0,2.0,2.0,2.0,2.0,2019.0
single_family,NA,3495000.0,3916.0,2.0,5.0,6.0,5.0,5.0,2.0,1950.0
condos,condo,315000.0,861.0,1.0,2.0,1.0,1.0,1.0,2.0,1969.0
single_family,NA,699000.0,1374.0,1.0,3.0,2.0,2.0,2.0,2.0,1947.0
single_family,NA,2125000.0,1270.0,1.0,2.0,2.0,2.0,2.0,0.0,1930.0
single_family,NA,565000.0,2544.0,2.0,4.0,3.0,3.0,3.0,2.0,2004.0
single_family,NA,559000.0,2004.0,1.0,3.0,2.0,2.0,2.0,2.0,2001.0
single_family,NA,1295000.0,1568.0,2.0,3.0,2.0,1.0,2.0,2.0,1981.0
land,NA,135000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,1375000.0,1660.0,1.0,3.0,2.0,2.0,2.0,2.0,1976.0
single_family,NA,721500.0,2065.0,2.0,4.0,2.0,2.0,2.0,0.0,1920.0
single_family,NA,837000.0,1406.0,1.0,3.0,1.0,1.0,1.0,2.0,1952.0
single_family,NA,2998000.0,3404.0,2.0,5.0,6.0,5.0,5.0,3.0,2013.0
single_family,NA,868888.0,1408.0,1.0,4.0,2.0,2.0,2.0,2.0,1962.0
townhomes,townhouse,699990.0,2184.0,3.0,4.0,4.0,3.0,3.0,2.0,2026.0
townhomes,townhouse,499000.0,1137.0,2.0,2.0,3.0,2.0,2.0,1.0,1991.0
single_family,NA,309000.0,1543.0,1.0,2.0,2.0,2.0,2.0,2.0,2022.0
single_family,NA,1975000.0,3633.0,2.0,5.0,5.0,4.0,4.0,3.0,2001.0
condos,condo,554900.0,1775.0,2.0,3.0,3.0,2.0,2.0,2.0,2007.0
single_family,NA,1185000.0,1584.0,1.0,3.0,2.0,2.0,2.0,2.0,1962.0
single_family,NA,499950.0,1986.0,1.0,3.0,2.0,2.0,2.0,0.0,1930.0
single_family,NA,550000.0,2257.0,1.0,3.0,2.0,2.0,2.0,2.0,1990.0
townhomes,townhouse,349000.0,1518.0,2.0,3.0,2.0,2.0,2.0,2.0,1980.0
condos,condo,740000.0,1780.0,3.0,4.0,3.0,2.0,2.0,2.0,2017.0
single_family,NA,525900.0,1782.0,2.0,4.0,3.0,2.0,2.0,2.0,1962.0
single_family,NA,899000.0,1226.0,1.0,3.0,2.0,2.0,2.0,2.0,1950.0
mobile,NA,299000.0,1080.0,1.0,3.0,2.0,2.0,2.0,0.0,2010.0
single_family,NA,917000.0,1490.0,1.0,3.0,3.0,2.0,2.0,2.0,1951.0
single_family,NA,475000.0,1901.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0
single_family,NA,499899.0,1347.0,1.0,2.0,2.0,2.0,2.0,2.0,1970.0
single_family,NA,899000.0,1460.0,1.0,3.0,2.0,2.0,2.0,2.0,1982.0
single_family,NA,400000.0,1602.0,1.0,4.0,2.0,2.0,2.0,2.0,1972.0
single_family,NA,454785.0,1595.0,1.0,3.0,2.0,2.0,2.0,2.0,2025.0
condos,condo,535000.0,1030.0,1.0,2.0,2.0,2.0,2.0,2.0,1987.0
single_family,NA,510000.0,1621.0,1.0,3.0,2.0,2.0,2.0,2.0,1991.0
