type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built
single_family,NA,599000.0,1083.0,1.0,3.0,2.0,2.0,2.0,1.0,1925.0
single_family,NA,479000.0,1927.0,1.0,3.0,2.0,2.0,2.0,2.0,1976.0
single_family,NA,748000.0,1203.0,1.0,2.0,2.0,2.0,2.0,2.0,1974.0
single_family,NA,1099000.0,3261.0,1.0,4.0,5.0,4.0,4.0,2.0,2004.0
single_family,NA,1850000.0,3420.0,1.0,4.0,3.0,3.0,3.0,2.0,2002.0
single_family,NA,725000.0,1372.0,1.0,2.0,2.0,2.0,2.0,2.0,1953.0
single_family,NA,1250000.0,1954.0,2.0,4.0,2.0,2.0,2.0,2.0,1965.0
multi_family,NA,1898000.0,3370.0,3.0,4.0,4.0,3.0,3.0,0.0,1925.0
condos,condo,2095000.0,1317.0,2.0,2.0,2.0,2.0,2.0,0.0,2016.0
single_family,NA,774000.0,2897.0,2.0,5.0,3.0,3.0,3.0,0.0,2025.0
single_family,NA,2295000.0,3000.0,1.0,4.0,3.0,3.0,3.0,1.0,1961.0
single_family,NA,6595000.0,3165.0,2.0,4.0,4.0,3.0,3.0,2.0,1966.0
single_family,NA,546250.0,2266.0,2.0,4.0,3.0,2.0,2.0,0.0,2020.0
single_family,NA,1295000.0,4922.0,2.0,4.0,4.0,4.0,4.0,0.0,1980.0
single_family,NA,1000000.0,1990.0,1.0,6.0,3.0,3.0,3.0,0.0,1912.0
single_family,NA,2388888.0,1709.0,2.0,4.0,3.0,3.0,3.0,2.0,1960.0
single_family,NA,809000.0,1877.0,1.0,4.0,2.0,1.0,1.0,2.0,1955.0
single_family,NA,599000.0,3535.0,2.0,4.0,3.0,2.0,3.0,3.0,2006.0
single_family,NA,799000.0,2032.0,1.0,3.0,2.0,2.0,2.0,2.0,1957.0
single_family,NA,129000.0,860.0,1.0,2.0,2.0,2.0,2.0,1.0,1970.0
single_family,NA,1052000.0,2053.0,1.0,3.0,2.0,2.0,2.0,3.0,1986.0
single_family,NA,1590000.0,2172.0,1.0,4.0,3.0,3.0,3.0,2.0,1979.0
single_family,NA,729000.0,3227.0,1.0,4.0,4.0,2.0,2.0,3.0,1987.0
single_family,NA,1699900.0,3000.0,2.0,4.0,4.0,4.0,4.0,3.0,2002.0
single_family,NA,2175000.0,2458.0,2.0,4.0,3.0,3.0,3.0,3.0,1998.0
single_family,NA,2595000.0,3701.0,1.0,4.0,4.0,3.0,3.0,2.0,2006.0
single_family,NA,998000.0,1250.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0
single_family,NA,1350000.0,2089.0,1.0,3.0,2.0,2.0,2.0,2.0,1976.0
single_family,NA,1325000.0,3871.0,2.0,5.0,5.0,4.0,4.0,0.0,2016.0
single_family,NA,535000.0,1305.0,1.0,3.0,2.0,2.0,2.0,0.0,1952.0
single_family,NA,7500000.0,6347.0,1.0,6.0,8.0,7.0,7.0,4.0,1991.0
single_family,NA,579000.0,1802.0,3.0,2.0,2.0,2.0,2.0,0.0,1996.0
single_family,NA,873000.0,2286.0,2.0,5.0,3.0,3.0,3.0,0.0,1989.0
single_family,NA,2699000.0,3468.0,1.0,4.0,5.0,3.0,3.0,3.0,1976.0
single_family,NA,1895000.0,3533.0,2.0,4.0,4.0,3.0,3.0,2.0,2003.0
single_family,NA,6550000.0,5640.0,2.0,6.0,7.0,6.0,6.0,3.0,1987.0
single_family,NA,1995000.0,2406.0,2.0,4.0,3.0,3.0,3.0,2.0,1971.0
land,NA,150000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,599000.0,1588.0,1.0,3.0,2.0,2.0,2.0,1.0,1997.0
single_family,NA,1575000.0,2389.0,2.0,5.0,3.0,2.0,2.0,2.0,1986.0
single_family,NA,650000.0,2196.0,2.0,4.0,3.0,2.0,2.0,2.0,2005.0
single_family,NA,1148000.0,2146.0,1.0,3.0,2.0,2.0,2.0,2.0,1949.0
single_family,NA,2490000.0,2240.0,2.0,3.0,3.0,2.0,2.0,2.0,1977.0
condos,condo,980000.0,1900.0,1.0,3.0,3.0,2.0,2.0,2.0,2009.0
townhomes,townhouse,899000.0,1700.0,2.0,3.0,2.0,2.0,2.0,2.0,1976.0
single_family,NA,2599000.0,2096.0,2.0,3.0,3.0,3.0,3.0,2.0,1931.0
single_family,NA,1495000.0,2383.0,2.0,6.0,3.0,3.0,3.0,1.0,1910.0
single_family,NA,1179000.0,2367.0,1.0,3.0,4.0,3.0,3.0,3.0,1998.0
townhomes,townhouse,850000.0,1303.0,3.0,2.0,3.0,2.0,2.0,2.0,2016.0
single_family,NA,1495000.0,2131.0,2.0,3.0,2.0,2.0,2.0,0.0,1900.0
single_family,NA,1895000.0,2066.0,1.0,3.0,3.0,2.0,2.0,0.0,1954.0
single_family,NA,2695000.0,3496.0,3.0,4.0,4.0,3.0,3.0,2.0,1911.0
single_family,NA,899000.0,1488.0,2.0,2.0,1.0,1.0,1.0,0.0,1919.0
townhomes,townhouse,635000.0,1290.0,3.0,2.0,3.0,2.0,2.0,2.0,2023.0
single_family,NA,1650000.0,3417.0,3.0,4.0,3.0,2.0,2.0,2.0,1981.0
single_family,NA,815000.0,2847.0,2.0,4.0,3.0,3.0,3.0,3.0,2021.0
single_family,NA,1988888.0,2455.0,2.0,4.0,3.0,2.0,2.0,2.0,1939.0
single_family,NA,749000.0,1622.0,1.0,3.0,2.0,2.0,2.0,2.0,1973.0
single_family,NA,995000.0,1722.0,2.0,3.0,2.0,2.0,2.0,2.0,1946.0
condos,condo,1028000.0,1425.0,1.0,2.0,2.0,2.0,2.0,2.0,1973.0
single_family,NA,325000.0,1512.0,1.0,3.0,2.0,2.0,2.0,0.0,2005.0
single_family,NA,3988000.0,2641.0,2.0,4.0,3.0,2.0,2.0,2.0,1984.0
single_family,NA,2495000.0,3556.0,1.0,4.0,5.0,4.0,4.0,3.0,2000.0
single_family,NA,1148000.0,1240.0,1.0,3.0,2.0,2.0,2.0,2.0,1966.0
townhomes,townhouse,920000.0,2212.0,2.0,3.0,3.0,2.0,2.0,2.0,2024.0
single_family,NA,1998000.0,1400.0,1.0,3.0,2.0,2.0,2.0,2.0,1955.0
single_family,NA,1425000.0,3059.0,2.0,4.0,3.0,2.0,2.0,3.0,1999.0
single_family,NA,4495000.0,3663.0,3.0,4.0,4.0,3.0,3.0,0.0,1909.0
single_family,NA,489000.0,2103.0,2.0,4.0,3.0,3.0,3.0,0.0,2024.0
single_family,NA,2599000.0,4661.0,2.0,5.0,5.0,4.0,4.0,3.0,2002.0
single_family,NA,1295000.0,2612.0,2.0,3.0,3.0,2.0,2.0,3.0,1993.0
single_family,NA,1298000.0,2809.0,3.0,4.0,4.0,3.0,3.0,1.0,2013.0
townhomes,townhouse,998000.0,1946.0,3.0,3.0,3.0,2.0,2.0,2.0,1995.0
single_family,NA,899000.0,2378.0,1.0,3.0,3.0,2.0,2.0,2.0,2002.0
single_family,NA,232500.0,1536.0,1.0,4.0,2.0,1.0,1.0,0.0,1964.0
single_family,NA,2999000.0,1524.0,1.0,3.0,3.0,2.0,2.0,2.0,1948.0
single_family,NA,1530000.0,2201.0,3.0,3.0,4.0,3.0,3.0,2.0,2024.0
single_family,NA,1195000.0,4314.0,2.0,5.0,4.0,3.0,3.0,4.0,2006.0
single_family,NA,625000.0,1831.0,2.0,3.0,3.0,2.0,2.0,2.0,1985.0
single_family,NA,2299000.0,3463.0,2.0,5.0,3.0,3.0,3.0,3.0,1996.0
townhomes,townhouse,1188888.0,1476.0,2.0,4.0,3.0,2.0,2.0,0.0,1963.0
townhomes,townhouse,720000.0,1467.0,2.0,3.0,3.0,2.0,2.0,2.0,1977.0
condos,condo,830000.0,1040.0,1.0,2.0,2.0,2.0,2.0,0.0,1973.0
single_family,NA,675000.0,1240.0,1.0,3.0,2.0,2.0,2.0,0.0,1976.0
single_family,NA,1950000.0,2748.0,1.0,5.0,4.0,3.0,3.0,0.0,1911.0
condos,condo,559000.0,1493.0,2.0,2.0,2.0,2.0,2.0,1.0,2005.0
single_family,NA,415000.0,1887.0,1.0,5.0,2.0,2.0,2.0,0.0,2003.0
condos,condo,737000.0,910.0,1.0,2.0,2.0,2.0,2.0,2.0,1985.0
single_family,NA,1750000.0,3443.0,2.0,4.0,3.0,3.0,3.0,3.0,1994.0
single_family,NA,11995000.0,6015.0,2.0,5.0,8.0,7.0,7.0,2.0,1935.0
single_family,NA,445000.0,1805.0,1.0,4.0,3.0,3.0,3.0,2.0,1996.0
single_family,NA,3198000.0,3417.0,1.0,5.0,5.0,4.0,4.0,3.0,1951.0
single_family,NA,899000.0,2633.0,1.0,3.0,4.0,3.0,4.0,2.0,1960.0
mobile,NA,399000.0,1948.0,1.0,2.0,2.0,2.0,2.0,2.0,1981.0
single_family,NA,2795000.0,2744.0,2.0,4.0,3.0,2.0,2.0,0.0,1952.0
single_family,NA,439900.0,1748.0,2.0,3.0,3.0,3.0,3.0,2.0,1986.0
single_family,NA,379000.0,1550.0,1.0,3.0,2.0,2.0,2.0,2.0,1998.0
single_family,NA,1575000.0,2471.0,2.0,4.0,3.0,3.0,3.0,2.0,1978.0
single_family,NA,899900.0,2069.0,1.0,5.0,3.0,3.0,3.0,0.0,1965.0
single_family,NA,2200000.0,2688.0,2.0,5.0,3.0,2.0,2.0,2.0,1971.0
single_family,NA,3699000.0,4144.0,2.0,5.0,5.0,4.0,4.0,3.0,2020.0
condos,condo,1475000.0,2058.0,1.0,2.0,2.0,2.0,2.0,1.0,1998.0
condos,condo,1295000.0,1455.0,2.0,3.0,1.0,1.0,1.0,1.0,1890.0
single_family,NA,725000.0,1598.0,2.0,3.0,2.0,2.0,2.0,0.0,1951.0
condos,condo,1398000.0,1725.0,2.0,2.0,3.0,2.0,2.0,2.0,2009.0
single_family,NA,515000.0,2985.0,2.0,5.0,4.0,3.0,3.0,0.0,2023.0
single_family,NA,1399000.0,1857.0,2.0,5.0,2.0,2.0,2.0,1.0,1951.0
multi_family,NA,948888.0,1265.0,1.0,4.0,2.0,2.0,2.0,2.0,1949.0
townhomes,townhouse,1225000.0,1622.0,2.0,2.0,3.0,2.0,2.0,2.0,1981.0
single_family,NA,8888000.0,4840.0,1.0,5.0,6.0,5.0,5.0,2.0,2026.0
single_family,NA,988000.0,1060.0,1.0,2.0,1.0,1.0,1.0,1.0,1954.0
single_family,NA,998000.0,1450.0,2.0,3.0,3.0,3.0,3.0,1.0,1954.0
condos,condo,669000.0,560.0,1.0,1.0,1.0,1.0,1.0,1.0,2001.0
condos,condo,839000.0,1903.0,1.0,3.0,2.0,2.0,2.0,2.0,1992.0
single_family,NA,1249000.0,3354.0,2.0,4.0,3.0,3.0,3.0,2.0,1925.0
single_family,NA,689000.0,1768.0,1.0,2.0,2.0,2.0,2.0,2.0,2025.0
single_family,NA,1399000.0,2452.0,2.0,4.0,3.0,2.0,2.0,2.0,1981.0
single_family,NA,2100000.0,2033.0,1.0,4.0,3.0,2.0,2.0,3.0,1989.0
townhomes,townhouse,1150000.0,2552.0,3.0,4.0,3.0,3.0,3.0,2.0,2015.0
condos,condo,429500.0,678.0,1.0,1.0,1.0,1.0,1.0,0.0,1970.0
condos,condo,2195000.0,2138.0,1.0,3.0,3.0,3.0,3.0,0.0,1900.0
single_family,NA,410000.0,2030.0,1.0,3.0,2.0,2.0,2.0,0.0,1965.0
single_family,NA,825000.0,1300.0,1.0,3.0,2.0,2.0,2.0,2.0,1962.0
single_family,NA,5488000.0,3727.0,2.0,5.0,5.0,4.0,4.0,2.0,2017.0
single_family,NA,2788000.0,1835.0,1.0,4.0,2.0,2.0,2.0,0.0,1951.0
single_family,NA,899900.0,1489.0,1.0,4.0,2.0,2.0,2.0,2.0,1977.0
single_family,NA,525000.0,2156.0,2.0,4.0,3.0,3.0,3.0,2.0,2005.0
mobile,NA,380000.0,1840.0,1.0,3.0,2.0,2.0,2.0,0.0,1987.0
single_family,NA,465000.0,1887.0,1.0,4.0,2.0,2.0,2.0,0.0,2004.0
condos,condo,829000.0,1058.0,1.0,2.0,2.0,2.0,2.0,0.0,1965.0
single_family,NA,1150000.0,2198.0,1.0,5.0,3.0,3.0,3.0,2.0,1964.0
condos,condo,1368000.0,2058.0,1.0,2.0,2.0,2.0,2.0,1.0,2000.0
single_family,NA,1938000.0,1480.0,1.0,4.0,2.0,2.0,2.0,2.0,1972.0
single_family,NA,1449000.0,2108.0,1.0,4.0,3.0,3.0,3.0,2.0,1964.0
single_family,NA,1299000.0,3335.0,2.0,5.0,3.0,3.0,3.0,2.0,2013.0
single_family,NA,5998000.0,4798.0,2.0,6.0,6.0,5.0,5.0,3.0,2003.0
single_family,NA,439900.0,2189.0,2.0,4.0,3.0,2.0,2.0,3.0,1996.0
single_family,NA,1598000.0,1300.0,1.0,2.0,2.0,2.0,2.0,1.0,1939.0
single_family,NA,2500000.0,2353.0,2.0,4.0,3.0,2.0,2.0,0.0,1969.0
single_family,NA,615000.0,2942.0,2.0,4.0,3.0,3.0,3.0,2.0,1995.0
single_family,NA,1348800.0,1296.0,1.0,3.0,2.0,2.0,2.0,2.0,1961.0
condos,condo,640000.0,1814.0,1.0,3.0,3.0,1.0,2.0,2.0,1988.0
single_family,NA,275000.0,1267.0,1.0,3.0,1.0,1.0,1.0,0.0,1954.0
condos,condo,1285000.0,3031.0,1.0,3.0,4.0,3.0,3.0,3.0,1985.0
condos,condo,1995000.0,1762.0,3.0,2.0,3.0,2.0,2.0,2.0,2009.0
single_family,NA,595000.0,2297.0,1.0,3.0,2.0,2.0,2.0,0.0,2005.0
single_family,NA,1685000.0,1283.0,1.0,3.0,2.0,2.0,2.0,2.0,1971.0
single_family,NA,379000.0,1267.0,1.0,3.0,2.0,2.0,2.0,3.0,2008.0
condos,condo,899000.0,1203.0,1.0,2.0,2.0,2.0,2.0,1.0,1978.0
condos,condo,1550000.0,2076.0,3.0,4.0,3.0,3.0,3.0,2.0,2006.0
single_family,NA,699000.0,2508.0,2.0,4.0,4.0,4.0,4.0,2.0,2021.0
single_family,NA,498000.0,888.0,1.0,2.0,1.0,1.0,1.0,0.0,1921.0
single_family,NA,949000.0,1450.0,1.0,2.0,2.0,2.0,2.0,2.0,1972.0
single_family,NA,369900.0,1672.0,1.0,3.0,3.0,3.0,3.0,0.0,1957.0
single_family,NA,1499999.0,1736.0,1.0,4.0,2.0,2.0,2.0,3.0,1996.0
single_family,NA,1445000.0,2039.0,2.0,3.0,3.0,2.0,2.0,2.0,1970.0
townhomes,townhouse,2228000.0,2516.0,3.0,4.0,4.0,4.0,4.0,2.0,2017.0
single_family,NA,1149900.0,1670.0,2.0,4.0,2.0,2.0,2.0,2.0,1978.0
single_family,NA,850000.0,1557.0,1.0,3.0,2.0,2.0,2.0,2.0,1950.0
single_family,NA,995000.0,2111.0,1.0,5.0,2.0,2.0,2.0,1.0,1925.0
townhomes,townhouse,632900.0,1385.0,2.0,3.0,2.0,2.0,2.0,2.0,1985.0
single_family,NA,799000.0,1204.0,1.0,3.0,2.0,2.0,2.0,0.0,1956.0
single_family,NA,1450000.0,2019.0,1.0,5.0,3.0,3.0,3.0,2.0,1953.0
condos,condo,1395000.0,1236.0,3.0,2.0,2.0,1.0,1.0,1.0,1910.0
single_family,NA,395000.0,1794.0,2.0,4.0,2.0,1.0,2.0,2.0,1965.0
single_family,NA,413000.0,1542.0,1.0,3.0,2.0,2.0,2.0,0.0,1994.0
single_family,NA,315000.0,1290.0,1.0,2.0,2.0,1.0,2.0,2.0,2003.0
single_family,NA,900000.0,2099.0,2.0,4.0,3.0,2.0,2.0,0.0,1993.0
single_family,NA,638000.0,1911.0,2.0,4.0,3.0,2.0,2.0,2.0,1990.0
single_family,NA,1325000.0,2499.0,1.0,5.0,3.0,2.0,2.0,0.0,1999.0
single_family,NA,1899800.0,2000.0,1.0,3.0,2.0,2.0,2.0,2.0,1957.0
single_family,NA,585000.0,1268.0,1.0,3.0,2.0,2.0,2.0,0.0,1987.0
condos,condo,2395000.0,1852.0,1.0,2.0,2.0,2.0,2.0,2.0,1980.0
mobile,NA,298898.0,1536.0,1.0,2.0,2.0,2.0,2.0,1.0,1972.0
single_family,NA,1775000.0,2132.0,2.0,3.0,4.0,4.0,4.0,2.0,1975.0
single_family,NA,455000.0,1281.0,1.0,4.0,2.0,2.0,2.0,2.0,1984.0
single_family,NA,649000.0,2152.0,2.0,3.0,3.0,2.0,2.0,2.0,2025.0
townhomes,townhouse,909888.0,1430.0,2.0,3.0,3.0,2.0,2.0,2.0,1979.0
single_family,NA,329000.0,1355.0,1.0,4.0,2.0,2.0,2.0,2.0,2014.0
single_family,NA,1288000.0,1208.0,1.0,3.0,2.0,2.0,2.0,2.0,1965.0
single_family,NA,349900.0,1484.0,1.0,2.0,2.0,2.0,2.0,0.0,1981.0
single_family,NA,699999.0,2049.0,1.0,4.0,2.0,2.0,2.0,0.0,1989.0
single_family,NA,400000.0,1690.0,1.0,5.0,3.0,2.0,3.0,0.0,1943.0
mobile,NA,420000.0,2184.0,1.0,3.0,3.0,2.0,2.0,2.0,2007.0
condos,condo,640000.0,1565.0,3.0,3.0,3.0,3.0,3.0,2.0,1980.0
condos,condo,421500.0,680.0,1.0,1.0,1.0,1.0,1.0,0.0,1972.0
condos,condo,690000.0,1433.0,4.0,3.0,2.0,2.0,2.0,2.0,2021.0
single_family,NA,420000.0,1402.0,2.0,3.0,3.0,2.0,2.0,0.0,1989.0
single_family,NA,849900.0,3364.0,3.0,4.0,4.0,3.0,3.0,0.0,2000.0
single_family,NA,770000.0,2051.0,2.0,3.0,3.0,2.0,2.0,3.0,1999.0
single_family,NA,1299000.0,1651.0,1.0,4.0,2.0,2.0,2.0,2.0,1964.0
condos,condo,625000.0,624.0,1.0,2.0,1.0,1.0,1.0,1.0,1925.0
single_family,NA,849000.0,1655.0,1.0,4.0,2.0,2.0,2.0,0.0,1965.0
townhomes,townhouse,779000.0,1280.0,2.0,3.0,2.0,1.0,1.0,2.0,1968.0
single_family,NA,1175000.0,1680.0,2.0,3.0,3.0,2.0,2.0,2.0,2020.0
condos,condo,358000.0,683.0,1.0,1.0,1.0,1.0,1.0,1.0,1973.0
condos,condo,775000.0,1566.0,3.0,3.0,3.0,3.0,3.0,2.0,2013.0
single_family,NA,770000.0,2226.0,1.0,4.0,3.0,3.0,3.0,2.0,2018.0
townhomes,townhouse,938000.0,1151.0,2.0,2.0,2.0,1.0,1.0,1.0,1975.0
single_family,NA,385000.0,1606.0,1.0,2.0,2.0,2.0,2.0,0.0,1998.0
single_family,NA,1549000.0,2074.0,2.0,5.0,3.0,3.0,3.0,2.0,1968.0
single_family,NA,2998000.0,2270.0,2.0,4.0,2.0,2.0,2.0,2.0,1960.0
single_family,NA,1195000.0,1325.0,1.0,3.0,2.0,2.0,2.0,2.0,1950.0
single_family,NA,745000.0,1269.0,1.0,3.0,2.0,2.0,2.0,0.0,1956.0
single_family,NA,875000.0,1959.0,1.0,3.0,4.0,0.0,3.0,1.0,1956.0
single_family,NA,915000.0,2018.0,1.0,3.0,2.0,2.0,2.0,2.0,1990.0
single_family,NA,1745000.0,1661.0,1.0,4.0,2.0,2.0,2.0,2.0,1963.0
single_family,NA,1650000.0,2094.0,2.0,3.0,2.0,2.0,2.0,2.0,1923.0
single_family,NA,1198888.0,2647.0,2.0,4.0,3.0,3.0,3.0,2.0,2020.0
single_family,NA,925000.0,2056.0,2.0,3.0,3.0,2.0,2.0,2.0,1950.0
single_family,NA,2149000.0,1448.0,1.0,3.0,2.0,2.0,2.0,2.0,1950.0
single_family,NA,179000.0,1156.0,1.0,5.0,3.0,3.0,3.0,0.0,1968.0
single_family,NA,699950.0,2308.0,2.0,2.0,3.0,2.0,2.0,2.0,1982.0
single_family,NA,375000.0,1172.0,1.0,2.0,2.0,2.0,2.0,2.0,2002.0
single_family,NA,1495000.0,1594.0,1.0,3.0,2.0,2.0,2.0,2.0,1974.0
single_family,NA,1349800.0,1588.0,1.0,3.0,2.0,2.0,2.0,2.0,1978.0
single_family,NA,998000.0,1236.0,2.0,2.0,1.0,1.0,1.0,1.0,1940.0
single_family,NA,900000.0,1228.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0
single_family,NA,510000.0,2000.0,1.0,3.0,2.0,2.0,2.0,0.0,2004.0
single_family,NA,955000.0,1080.0,1.0,4.0,1.0,1.0,1.0,0.0,1955.0
single_family,NA,339900.0,1200.0,1.0,3.0,2.0,2.0,2.0,0.0,1997.0
condos,condo,674900.0,1549.0,1.0,2.0,2.0,2.0,2.0,2.0,1987.0
single_family,NA,2699000.0,2319.0,1.0,4.0,4.0,3.0,3.0,2.0,1956.0
single_family,NA,689977.0,2261.0,2.0,4.0,3.0,3.0,3.0,3.0,1988.0
single_family,NA,425000.0,1178.0,1.0,4.0,2.0,2.0,2.0,2.0,1972.0
condos,condo,495000.0,1123.0,1.0,2.0,2.0,2.0,2.0,0.0,1986.0
single_family,NA,829000.0,1376.0,1.0,3.0,2.0,2.0,2.0,2.0,1971.0
single_family,NA,1500000.0,1108.0,1.0,3.0,2.0,2.0,2.0,2.0,1955.0
single_family,NA,4998000.0,3050.0,2.0,4.0,3.0,2.0,2.0,2.0,1962.0
condos,condo,542000.0,1006.0,2.0,1.0,2.0,2.0,2.0,1.0,1973.0
condos,condo,775000.0,830.0,1.0,1.0,1.0,1.0,1.0,0.0,1972.0
single_family,NA,299000.0,918.0,1.0,2.0,1.0,1.0,1.0,0.0,1890.0
condos,condo,699000.0,1062.0,1.0,2.0,2.0,2.0,2.0,0.0,1984.0
single_family,NA,719000.0,1176.0,1.0,3.0,1.0,1.0,1.0,2.0,1953.0
single_family,NA,345000.0,1300.0,1.0,4.0,2.0,2.0,2.0,0.0,1962.0
condos,condo,1180000.0,3103.0,1.0,3.0,4.0,3.0,3.0,2.0,1990.0
single_family,NA,869000.0,2095.0,2.0,4.0,3.0,3.0,3.0,2.0,1975.0
single_family,NA,1998500.0,2630.0,1.0,3.0,4.0,4.0,4.0,3.0,1956.0
single_family,NA,375000.0,1512.0,2.0,3.0,3.0,2.0,2.0,0.0,2020.0
single_family,NA,1390000.0,2646.0,1.0,4.0,3.0,3.0,3.0,3.0,1986.0
condos,condo,525000.0,1202.0,1.0,2.0,2.0,2.0,2.0,0.0,1982.0
single_family,NA,269950.0,960.0,2.0,2.0,2.0,2.0,2.0,0.0,1978.0
condos,condo,478000.0,1423.0,2.0,3.0,2.0,2.0,2.0,1.0,1984.0
single_family,NA,595000.0,1104.0,1.0,3.0,2.0,2.0,2.0,1.0,1923.0
single_family,NA,549950.0,1603.0,1.0,3.0,2.0,2.0,2.0,2.0,1977.0
condos,condo,580000.0,878.0,3.0,2.0,1.0,1.0,1.0,0.0,1984.0
condos,condo,800000.0,1700.0,1.0,3.0,3.0,3.0,3.0,2.0,2009.0
single_family,NA,2298000.0,2118.0,1.0,4.0,2.0,2.0,2.0,2.0,1976.0
single_family,NA,1695000.0,1767.0,1.0,3.0,2.0,2.0,2.0,2.0,1963.0
single_family,NA,1225000.0,1077.0,1.0,2.0,1.0,1.0,1.0,2.0,1941.0
single_family,NA,375000.0,1080.0,1.0,3.0,2.0,2.0,2.0,2.0,1961.0
single_family,NA,1250000.0,1961.0,2.0,3.0,3.0,2.0,2.0,2.0,2011.0
condos,condo,1475000.0,1176.0,3.0,2.0,2.0,2.0,2.0,0.0,2012.0
condos,condo,330000.0,1095.0,1.0,2.0,1.0,1.0,1.0,0.0,1965.0
single_family,NA,1349000.0,1720.0,2.0,2.0,2.0,2.0,2.0,2.0,1985.0
condos,condo,565000.0,1046.0,1.0,2.0,2.0,2.0,2.0,2.0,1988.0
condos,condo,785000.0,1682.0,2.0,2.0,2.0,2.0,2.0,2.0,1990.0
single_family,NA,929800.0,2223.0,2.0,4.0,3.0,2.0,2.0,2.0,1978.0
single_family,NA,829000.0,1660.0,2.0,5.0,3.0,3.0,3.0,2.0,1977.0
single_family,NA,1678000.0,1080.0,1.0,2.0,1.0,1.0,1.0,1.0,1948.0
condos,condo,399000.0,610.0,1.0,1.0,1.0,1.0,1.0,1.0,1991.0
single_family,NA,580000.0,660.0,1.0,2.0,1.0,1.0,1.0,1.0,1925.0
single_family,NA,679000.0,1353.0,2.0,3.0,3.0,2.0,2.0,2.0,2008.0
single_family,NA,1199000.0,1490.0,1.0,3.0,3.0,2.0,2.0,2.0,1959.0
single_family,NA,1750000.0,2501.0,2.0,3.0,3.0,2.0,2.0,2.0,2026.0
single_family,NA,1395000.0,1148.0,1.0,3.0,2.0,2.0,2.0,2.0,1960.0
townhomes,townhouse,725000.0,1566.0,2.0,2.0,3.0,2.0,2.0,2.0,1980.0
single_family,NA,439000.0,1824.0,1.0,4.0,2.0,2.0,2.0,3.0,2006.0
condos,condo,215000.0,1122.0,2.0,2.0,2.0,1.0,1.0,0.0,1986.0
single_family,NA,399900.0,1883.0,2.0,4.0,3.0,2.0,2.0,0.0,2011.0
single_family,NA,5995000.0,6295.0,3.0,4.0,6.0,5.0,5.0,2.0,2002.0
single_family,NA,695000.0,1088.0,1.0,3.0,2.0,2.0,2.0,0.0,1954.0
townhomes,townhouse,649998.0,1096.0,2.0,2.0,2.0,1.0,1.0,0.0,1985.0
single_family,NA,1880000.0,2470.0,1.0,4.0,3.0,2.0,2.0,0.0,1953.0
land,NA,64000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condo_townhome_rowhome_coop,townhouse,519000.0,736.0,2.0,1.0,1.0,1.0,1.0,0.0,1973.0
condos,condo,498000.0,903.0,2.0,2.0,1.0,1.0,1.0,1.0,1970.0
condos,condo,480000.0,945.0,3.0,2.0,2.0,1.0,2.0,2.0,1997.0
single_family,NA,649990.0,1392.0,2.0,1.0,2.0,1.0,1.0,2.0,1982.0
single_family,NA,405000.0,1560.0,1.0,3.0,2.0,2.0,2.0,2.0,1987.0
single_family,NA,2045000.0,2193.0,1.0,3.0,2.0,2.0,2.0,2.0,1963.0
condos,condo,1349000.0,1370.0,2.0,2.0,1.0,1.0,1.0,1.0,1910.0
condos,condo,293000.0,853.0,1.0,2.0,2.0,2.0,2.0,0.0,1986.0
condos,condo,495000.0,1324.0,2.0,3.0,3.0,2.0,2.0,0.0,1980.0
single_family,NA,850000.0,1625.0,1.0,3.0,2.0,2.0,2.0,2.0,1992.0
single_family,NA,539990.0,2814.0,2.0,5.0,3.0,3.0,3.0,0.0,2025.0
condos,condo,379000.0,525.0,1.0,1.0,1.0,1.0,1.0,0.0,1995.0
condos,condo,530000.0,1019.0,1.0,2.0,1.0,1.0,1.0,1.0,1973.0
single_family,NA,499000.0,2890.0,2.0,4.0,3.0,3.0,3.0,4.0,1976.0
single_family,NA,2100000.0,3629.0,4.0,4.0,4.0,3.0,3.0,0.0,2007.0
condos,condo,665000.0,1173.0,3.0,2.0,3.0,2.0,2.0,2.0,2013.0
condos,condo,1395000.0,1260.0,2.0,2.0,2.0,1.0,1.0,1.0,1981.0
single_family,NA,699000.0,895.0,1.0,3.0,2.0,2.0,2.0,1.0,1918.0
single_family,NA,1499000.0,1307.0,1.0,3.0,2.0,1.0,1.0,0.0,1940.0
condos,condo,499000.0,967.0,1.0,1.0,1.0,1.0,1.0,2.0,2005.0
condos,condo,998000.0,1092.0,2.0,2.0,3.0,2.0,2.0,1.0,1981.0
single_family,NA,675000.0,1318.0,2.0,3.0,3.0,2.0,2.0,0.0,1998.0
land,NA,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
land,NA,189000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,1198000.0,1340.0,1.0,3.0,2.0,2.0,2.0,2.0,1962.0
single_family,NA,230000.0,1024.0,2.0,1.0,1.0,1.0,1.0,0.0,2023.0
